id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
FR-109,functional,"The invariant list shall display all active invariants with violation count; violations are filterable by category, scope, and severity.","The invariant list shall display all active invariants with violation count; violations are filterable by category, scope, and severity.",S,0,Approved,,,brief,brief §6.12,1,,"{""v1"": {""ID"": ""FR-109"", ""Requirement"": ""The invariant list shall display all active invariants with violation count; violations are filterable by category, scope, and severity."", ""Priority"": ""S"", ""Source"": ""brief §6.12"", ""Phase"": ""2""}}",
FR-110,functional,An invariant exception request workflow (submit → Secretary review → Chairman approval) shall be supported as an in-app process.,An invariant exception request workflow (submit → Secretary review → Chairman approval) shall be supported as an in-app process.,C,0,Approved,,,brief,brief §6.12,1,,"{""v1"": {""ID"": ""FR-110"", ""Requirement"": ""An invariant exception request workflow (submit → Secretary review → Chairman approval) shall be supported as an in-app process."", ""Priority"": ""C"", ""Source"": ""brief §6.12"", ""Phase"": ""3""}}",
FR-111,functional,"Secretary shall be able to create a Research Mission record (RMS-…): title, description, linked topic, Keystone package reference (URL or path), status.","Secretary shall be able to create a Research Mission record (RMS-…): title, description, linked topic, Keystone package reference (URL or path), status.",S,0,Approved,,,brief,brief §6.14; ADR-0007; digest §5.2,1,,"{""v1"": {""ID"": ""FR-111"", ""Requirement"": ""Secretary shall be able to create a Research Mission record (RMS-…): title, description, linked topic, Keystone package reference (URL or path), status."", ""Priority"": ""S"", ""Source"": ""brief §6.14; ADR-0007; digest §5.2"", ""Phase"": ""2""}}",
FR-112,functional,"The system shall import a Keystone package's structured artifacts (findings, recommendations, decisions, risks, acceptance criteria) from a referenced Keystone package and map them to ACMP domain enti","The system shall import a Keystone package's structured artifacts (findings, recommendations, decisions, risks, acceptance criteria) from a referenced Keystone package and map them to ACMP domain entities: Finding (FND-…), Recommendation (REC-…), Risk (RSK-…).",S,0,Approved,,,brief,"ADR-0007; digest §5.2; deferred out of P15 → future (D-05, 2026-07-12)",1,,"{""v1"": {""ID"": ""FR-112"", ""Requirement"": ""The system shall import a Keystone package's structured artifacts (findings, recommendations, decisions, risks, acceptance criteria) from a referenced Keystone package and map them to ACMP domain entities: Finding (FND-…), Recommendation (REC-…), Risk (RSK-…)."", ""Priority"": ""S"", ""Source"": ""ADR-0007; digest §5.2; deferred out of P15 → future (D-05, 2026-07-12)"", ""Phase"": ""3""}}",
FR-113,functional,"Each imported Finding (FND-…) and Recommendation (REC-…) shall be a first-class artifact: individually viewable, linkable in the traceability graph, and associable with decisions and actions.","Each imported Finding (FND-…) and Recommendation (REC-…) shall be a first-class artifact: individually viewable, linkable in the traceability graph, and associable with decisions and actions.",S,0,Approved,,,brief,brief §6.14; ADR-0008,1,,"{""v1"": {""ID"": ""FR-113"", ""Requirement"": ""Each imported Finding (FND-…) and Recommendation (REC-…) shall be a first-class artifact: individually viewable, linkable in the traceability graph, and associable with decisions and actions."", ""Priority"": ""S"", ""Source"": ""brief §6.14; ADR-0008"", ""Phase"": ""2""}}",
FR-114,functional,"The Research Mission detail page shall display: the Keystone package reference, import status, all imported findings/recommendations/risks, and linked ACMP artifacts (topics, decisions, actions).","The Research Mission detail page shall display: the Keystone package reference, import status, all imported findings/recommendations/risks, and linked ACMP artifacts (topics, decisions, actions).",S,0,Approved,,,brief,brief §6.14,1,,"{""v1"": {""ID"": ""FR-114"", ""Requirement"": ""The Research Mission detail page shall display: the Keystone package reference, import status, all imported findings/recommendations/risks, and linked ACMP artifacts (topics, decisions, actions)."", ""Priority"": ""S"", ""Source"": ""brief §6.14"", ""Phase"": ""2""}}",
FR-115,functional,A Research Mission shall be linkable to a topic (as the output of a ResearchDiscovery or ResearchRequired decision); this link shall appear in the traceability graph.,A Research Mission shall be linkable to a topic (as the output of a ResearchDiscovery or ResearchRequired decision); this link shall appear in the traceability graph.,S,0,Approved,,,brief,brief §6.14; ADR-0008,1,,"{""v1"": {""ID"": ""FR-115"", ""Requirement"": ""A Research Mission shall be linkable to a topic (as the output of a ResearchDiscovery or ResearchRequired decision); this link shall appear in the traceability graph."", ""Priority"": ""S"", ""Source"": ""brief §6.14; ADR-0008"", ""Phase"": ""2""}}",
FR-116,functional,"Secretary shall be able to create and manage wiki/knowledge-base pages (DOC-…) in Markdown with: title, category, content, and cross-links to other pages or ACMP artifacts.","Secretary shall be able to create and manage wiki/knowledge-base pages (DOC-…) in Markdown with: title, category, content, and cross-links to other pages or ACMP artifacts.",S,0,Approved,,,brief,brief §6.14,1,,"{""v1"": {""ID"": ""FR-116"", ""Requirement"": ""Secretary shall be able to create and manage wiki/knowledge-base pages (DOC-…) in Markdown with: title, category, content, and cross-links to other pages or ACMP artifacts."", ""Priority"": ""S"", ""Source"": ""brief §6.14"", ""Phase"": ""2""}}",
FR-117,functional,Wiki pages shall be versioned: each save creates an immutable version; previous versions are viewable and diffable.,Wiki pages shall be versioned: each save creates an immutable version; previous versions are viewable and diffable.,S,0,Approved,,,brief,brief §6.14; derived: audit,1,,"{""v1"": {""ID"": ""FR-117"", ""Requirement"": ""Wiki pages shall be versioned: each save creates an immutable version; previous versions are viewable and diffable."", ""Priority"": ""S"", ""Source"": ""brief §6.14; derived: audit"", ""Phase"": ""2""}}",
FR-118,functional,"Wiki content shall be indexed in SQL Server FTS and searchable alongside topics, decisions, and ADRs in the global search.","Wiki content shall be indexed in SQL Server FTS and searchable alongside topics, decisions, and ADRs in the global search.",S,0,Approved,,,brief,brief §6.14,1,,"{""v1"": {""ID"": ""FR-118"", ""Requirement"": ""Wiki content shall be indexed in SQL Server FTS and searchable alongside topics, decisions, and ADRs in the global search."", ""Priority"": ""S"", ""Source"": ""brief §6.14"", ""Phase"": ""2""}}",
FR-119,functional,"Secretary shall be able to create, edit, and delete templates (TPL-…) for artifact types: Topics (by type), MoM, ADR, and Research Mission. Templates are Markdown with placeholder fields.","Secretary shall be able to create, edit, and delete templates (TPL-…) for artifact types: Topics (by type), MoM, ADR, and Research Mission. Templates are Markdown with placeholder fields.",S,0,Approved,,,brief,brief §6.13,1,,"{""v1"": {""ID"": ""FR-119"", ""Requirement"": ""Secretary shall be able to create, edit, and delete templates (TPL-…) for artifact types: Topics (by type), MoM, ADR, and Research Mission. Templates are Markdown with placeholder fields."", ""Priority"": ""S"", ""Source"": ""brief §6.13"", ""Phase"": ""2""}}",
FR-120,functional,Templates shall be selectable at artifact creation time; the template's Markdown content pre-fills the description/content field and is editable by the user.,Templates shall be selectable at artifact creation time; the template's Markdown content pre-fills the description/content field and is editable by the user.,S,0,Approved,,,brief,brief §6.13,1,,"{""v1"": {""ID"": ""FR-120"", ""Requirement"": ""Templates shall be selectable at artifact creation time; the template's Markdown content pre-fills the description/content field and is editable by the user."", ""Priority"": ""S"", ""Source"": ""brief §6.13"", ""Phase"": ""2""}}",
FR-121,functional,Secretary or Member shall be able to create a diagram (DGM-…) by submitting a JSON spec conforming to the Tarseem v1.0 schema; the spec is stored as the version-controlled source of truth in SQL Serve,Secretary or Member shall be able to create a diagram (DGM-…) by submitting a JSON spec conforming to the Tarseem v1.0 schema; the spec is stored as the version-controlled source of truth in SQL Server (JSON column).,S,0,Approved,,,brief,ADR-0006; digest §5.1,1,,"{""v1"": {""ID"": ""FR-121"", ""Requirement"": ""Secretary or Member shall be able to create a diagram (DGM-…) by submitting a JSON spec conforming to the Tarseem v1.0 schema; the spec is stored as the version-controlled source of truth in SQL Server (JSON column)."", ""Priority"": ""S"", ""Source"": ""ADR-0006; digest §5.1"", ""Phase"": ""2""}}",
